name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency,snapshot_date
ADATA ADDS1600W4G11-S 4 GB,66.58,"3, 1600","1, 4",16.645,Black / Green,13.75,11.0,2023-09-12
Mushkin Proline 16 GB,28.95,"3, 1333","1, 16",1.809,Blue,13.503,9.0,2023-09-12
Mushkin Essentials 16 GB,179.41,"3, 1866","1, 16",11.213,Black / Blue,13.934,13.0,2023-09-12
Mushkin Essentials 32 GB,51.48,"4, 2400","2, 16",1.609,Green / Black,14.167,17.0,2023-09-12
Corsair Dominator Platinum RGB 16 GB,154.99,"4, 4000","2, 8",9.687,Black / Silver,9.5,19.0,2023-09-12
G.Skill Trident Z Neo 64 GB,528.26,"4, 3600","8, 8",8.254,Black / Silver,7.778,14.0,2023-09-12
Neo Forza FAYE 8 GB,32.86,"4, 3600","1, 8",4.107,Silver / Black,10.0,18.0,2023-09-12
Kingston KVR16LE11L/8 8 GB,48.96,"3, 1600","1, 8",6.12,Green,13.75,11.0,2023-09-12
Neo Forza FAYE 32 GB,115.86,"4, 4000","2, 16",3.621,Black / Silver,9.5,19.0,2023-09-12
Silicon Power SP016GBSFU266X02 16 GB,126.0,"4, 2666","1, 16",7.875,,14.254,19.0,2023-09-12
Thermaltake TOUGHRAM XG RGB 16 GB,190.42,"4, 4000","2, 8",11.901,Black / Silver,9.5,19.0,2023-09-12
PROXMEM KERBEROS 32 GB,84.99,"5, 5600","2, 16",2.656,Black / Silver,12.857,36.0,2023-09-12
Corsair VS1GB533D2 1 GB,40.12,"2, 533","1, 1",40.12,Green,15.009,4.0,2023-09-12
Crucial CT25664BA1067 2 GB,19.98,"3, 1066","1, 2",9.99,Green,13.133,7.0,2023-09-12
Kingston ValueRAM 2 GB,32.4,"2, 533","1, 2",16.2,Green,15.009,4.0,2023-09-12
Kingston ValueRAM 2 GB,45.0,"2, 800","2, 1",22.5,Green,15.0,6.0,2023-09-12
Patriot Viper 4 GB,199.99,"3, 1333","2, 2",49.998,Silver,10.503,7.0,2023-09-12
Corsair XMS3 4 GB,24.99,"3, 1600","1, 4",6.247,Black / Blue,11.25,9.0,2023-09-12
G.Skill F4-3600C17Q-64GTZ 64 GB,215.06,"4, 3600","4, 16",3.36,Gray / Red,9.444,17.0,2023-09-12
Kingston KVR1333D3E9SK2/8G 8 GB,34.97,"3, 1333","2, 4",4.371,Green,13.503,9.0,2023-09-12
Kingston KVR13E9/8I 8 GB,59.97,"3, 1333","1, 8",7.496,Green,13.503,9.0,2023-09-12
Kingston KVR13R9S4/4I 4 GB,18.97,"3, 1333","1, 4",4.742,Green,13.503,9.0,2023-09-12
Kingston Server Premier 32 GB,84.39,"4, 2666","1, 32",2.637,,14.254,19.0,2023-09-12
Kingston ValueRAM 32 GB,116.92,"5, 4800","2, 16",3.654,,16.667,40.0,2023-09-12
Mushkin Redline 64 GB,261.5,"4, 3600","2, 32",4.086,Black,10.0,18.0,2023-09-12
Mushkin Redline 16 GB,83.38,"4, 3200","2, 8",5.211,Black,10.0,16.0,2023-09-12
Mushkin Redline 16 GB,82.63,"4, 2800","2, 8",5.164,Black,12.143,17.0,2023-09-12
Mushkin Redline 16 GB,61.26,"3, 1600","2, 8",3.829,Black,11.25,9.0,2023-09-12
Mushkin Redline Lumina 64 GB,134.25,"4, 2666","2, 32",2.098,Black,12.003,16.0,2023-09-12
Mushkin Redline 32 GB,240.59,"4, 3200","2, 16",7.518,Red,10.0,16.0,2023-09-12
Mushkin Silverline 16 GB,115.58,"4, 2133","1, 16",7.224,Silver,14.065,15.0,2023-09-12
Thermaltake TOUGHRAM 16 GB,169.99,"4, 4000","2, 8",10.624,White / Silver,9.5,19.0,2023-09-12
Mushkin Silverline 4 GB,32.46,"4, 2133","1, 4",8.115,Silver,14.065,15.0,2023-09-12
Mushkin Silverline 8 GB,37.22,"4, 2666","1, 8",4.652,Silver,14.254,19.0,2023-09-12
Mushkin Proline 16 GB,44.11,"4, 2933","1, 16",2.757,,14.32,21.0,2023-09-12
G.Skill Trident Z Royal Elite 32 GB,418.15,"4, 3600","4, 8",13.067,Silver,7.778,14.0,2023-09-12
G.Skill F4-3200C16Q-64GTZSK 64 GB,429.0,"4, 3200","4, 16",6.703,Gray / Black,10.0,16.0,2023-09-12
Silicon Power SP008GBLFU266B02 8 GB,23.19,"4, 2666","1, 8",2.899,,14.254,19.0,2023-09-12
Silicon Power SP016GBLFU213B02 16 GB,64.98,"4, 2133","1, 16",4.061,,14.065,15.0,2023-09-12
Silicon Power SP016GBLFU240B02 16 GB,48.65,"4, 2400","1, 16",3.041,,14.167,17.0,2023-09-12
Silicon Power SP016GBLFU266B02 16 GB,67.88,"4, 2666","1, 16",4.242,,14.254,19.0,2023-09-12
GeIL Polaris RGB 32 GB,109.99,"5, 6400","2, 16",3.437,Black,11.875,38.0,2023-09-12
Mushkin Silverline 8 GB,73.75,"4, 2133","2, 4",9.219,Silver,14.065,15.0,2023-09-12
Mushkin Essentials 2 GB,17.34,"2, 800","1, 2",8.67,Green,12.5,5.0,2023-09-12
OLOy MD4U323016DJDA 64 GB,117.99,"4, 3000","2, 32",1.844,Black,10.667,16.0,2023-09-12
G.Skill Trident Z Royal 32 GB,313.73,"4, 3600","4, 8",9.804,Gold,7.778,14.0,2023-09-12
Kingston KVR16LE11/8I 8 GB,68.98,"3, 1600","1, 8",8.623,Green,13.75,11.0,2023-09-12
Patriot Viper 4 8 GB,58.45,"4, 2666","2, 4",7.306,Black / Red,11.253,15.0,2023-09-12
Corsair ValueSelect 4 GB,13.83,"4, 2133","1, 4",3.458,Black / Yellow,14.065,15.0,2023-09-12
G.Skill Ripjaws 8 GB,25.47,"4, 2133","2, 4",3.184,Black / Blue,14.065,15.0,2023-09-12
Mushkin Essentials 16 GB,166.37,"3, 1600","1, 16",10.398,Black / Blue,13.75,11.0,2023-09-12
G.Skill Ripjaws 4 GB,16.82,"4, 2666","1, 4",4.205,Black / Blue,13.503,18.0,2023-09-12
Kingston ValueRAM 8 GB,24.99,"4, 2133","1, 8",3.124,Black / Green,14.065,15.0,2023-09-12
Kingston ValueRAM 8 GB,119.69,"4, 2133","1, 8",14.961,Black / Green,14.065,15.0,2023-09-12
Kingston ValueRAM 4 GB,29.99,"4, 2133","1, 4",7.497,Black / Green,14.065,15.0,2023-09-12
Kingston KTH-PL426/32G 32 GB,81.25,"4, 2666","1, 32",2.539,Green / Black,14.254,19.0,2023-09-12
Crucial CT2K16G4SFD8213 32 GB,98.7,"4, 2133","2, 16",3.084,Black / Green,14.065,15.0,2023-09-12
Kingston ValueRAM 32 GB,88.18,"4, 2133","1, 32",2.756,Black / Green,14.065,15.0,2023-09-12
Kingston KCP313NS8/4 4 GB,26.99,"3, 1333","1, 4",6.747,Black / Green,13.503,9.0,2023-09-12
G.Skill Trident Z 32 GB,155.77,"4, 3200","4, 8",4.868,Silver / Black,10.0,16.0,2023-09-12
G.Skill Sniper X 32 GB,216.81,"4, 3200","4, 8",6.775,Black / Camo,10.0,16.0,2023-09-12
Crucial CT8G4RFS424A 8 GB,39.99,"4, 2400","1, 8",4.999,Green / Black,14.167,17.0,2023-09-12
VisionTek 900848 16 GB,181.33,"3, 1600","1, 16",11.333,Green / Black,13.75,11.0,2023-09-12
Patriot Signature Line 4 GB,41.08,"3, 1600","1, 4",10.27,Green / Black,13.75,11.0,2023-09-12
Corsair Vengeance LPX 32 GB,206.12,"4, 3333","4, 8",6.441,Black / Yellow,9.601,16.0,2023-09-12
G.Skill Trident Z Royal 32 GB,221.61,"4, 4000","2, 16",6.925,Gold,9.5,19.0,2023-09-12
Crucial CT2K51264BF186DJ 8 GB,64.98,"3, 1866","2, 4",8.123,Black / Green,13.934,13.0,2023-09-12
Mushkin Essentials 2 GB,17.34,"2, 667","1, 2",8.67,Green,14.993,5.0,2023-09-12
Mushkin Essentials 4 GB,44.99,"2, 667","2, 2",11.248,Green,11.994,4.0,2023-09-12
Patriot PSD22G6672S 2 GB,42.49,"2, 667","1, 2",21.245,Blue,14.993,5.0,2023-09-12
Crucial CT51264BD160BJ 4 GB,16.1,"3, 1600","1, 4",4.025,Black / Green,13.75,11.0,2023-09-12
Corsair ValueSelect 8 GB,56.32,"4, 2133","2, 4",7.04,Black / Yellow,14.065,15.0,2023-09-12
Crucial CT51264BF186DJ 4 GB,26.38,"3, 1866","1, 4",6.595,Black / Green,13.934,13.0,2023-09-12
PNY NHS 8 GB,39.99,"3, 1600","1, 8",4.999,Black / Green,13.75,11.0,2023-09-12
Mushkin Essentials 4 GB,28.41,"4, 2133","1, 4",7.103,Black / Green,14.065,15.0,2023-09-12
Mushkin Essentials 4 GB,14.38,"4, 2133","1, 4",3.595,Black / Green,14.065,15.0,2023-09-12
Crucial CT2KIT25664BA160BJ 4 GB,34.99,"3, 1600","2, 2",8.748,Black / Green,13.75,11.0,2023-09-12
Kingston ValueRAM 16 GB,64.98,"4, 2133","1, 16",4.061,Black / Green,14.065,15.0,2023-09-12
Kingston ValueRAM 16 GB,73.76,"4, 2133","1, 16",4.61,Black / Green,14.065,15.0,2023-09-12
Kingston KVR21R15S4/8I 8 GB,39.99,"4, 2133","1, 8",4.999,Black / Green,14.065,15.0,2023-09-12
G.Skill Trident Z 64 GB,429.99,"4, 3200","8, 8",6.719,Red / Silver,8.75,14.0,2023-09-12
Kingston D2G72M151 16 GB,199.8,"4, 2133","1, 16",12.488,Black / Green,14.065,15.0,2023-09-12
Kingston Impact 32 GB,399.99,"4, 2400","4, 8",12.5,Black,12.5,15.0,2023-09-12
Kingston KCP421SS8/8 8 GB,31.97,"4, 2133","1, 8",3.996,Black / Green,14.065,15.0,2023-09-12
Kingston ValueRAM 16 GB,74.93,"4, 2133","1, 16",4.683,Black / Green,14.065,15.0,2023-09-12
Crucial CT51272BA186DJ 4 GB,39.99,"3, 1866","1, 4",9.998,Black / Green,13.934,13.0,2023-09-12
Corsair Vengeance Performance 8 GB,19.99,"4, 2400","1, 8",2.499,Black / Yellow,13.333,16.0,2023-09-12
G.Skill Trident Z 16 GB,189.0,"4, 3866","2, 8",11.812,Black / White,9.312,18.0,2023-09-12
Crucial CT16G4SFD8266 16 GB,60.98,"4, 2666","1, 16",3.811,Green / Black,14.254,19.0,2023-09-12
Kingston KVR16R11S8K2/8 8 GB,234.0,"3, 1600","2, 4",29.25,Black / Green,13.75,11.0,2023-09-12
Kingston KVR16R11S8/4HB 4 GB,39.99,"3, 1600","1, 4",9.998,Black / Green,13.75,11.0,2023-09-12
Kingston KVR16LR11S8/4HB 4 GB,65.98,"3, 1600","1, 4",16.495,Black / Green,13.75,11.0,2023-09-12
Mushkin Proline 16 GB,32.72,"3, 1600","1, 16",2.045,Green,13.75,11.0,2023-09-12
Kingston KVR1333D3E9SK2/16G 16 GB,128.88,"3, 1333","2, 8",8.055,Green,13.503,9.0,2023-09-12
Kingston KVR1333D3E9SK3/24G 24 GB,194.99,"3, 1333","3, 8",8.125,Green,13.503,9.0,2023-09-12
Kingston KVR1333D3LQ8R9S/8G 8 GB,156.77,"3, 1333","1, 8",19.596,Green,13.503,9.0,2023-09-12
Kingston KVR1333D3Q8R9S/8G 8 GB,14.95,"3, 1333","1, 8",1.869,Green,13.503,9.0,2023-09-12
Kingston KVR1333D3S8R9S/2G 2 GB,13.99,"3, 1333","1, 2",6.995,Green,13.503,9.0,2023-09-12
Kingston KVR13E9/2I 2 GB,43.84,"3, 1333","1, 2",21.92,Green,13.503,9.0,2023-09-12
Kingston KVR13E9/4I 4 GB,28.99,"3, 1333","1, 4",7.247,Green,13.503,9.0,2023-09-12
Kingston KVR13LE9S8/4EF 4 GB,28.99,"3, 1333","1, 4",7.247,Green,13.503,9.0,2023-09-12
Kingston KVR13LR9D4/16I 16 GB,54.86,"3, 1333","1, 16",3.429,Green,13.503,9.0,2023-09-12
V7 V7192008GBS 8 GB,29.86,"4, 2400","1, 8",3.732,Green / Black,14.167,17.0,2023-09-12
Kingston KVR13LR9S4/8 8 GB,28.99,"3, 1333","1, 8",3.624,Green,13.503,9.0,2023-09-12
Kingston KVR13LSE9/8 8 GB,120.0,"3, 1333","1, 8",15.0,Green,13.503,9.0,2023-09-12
Kingston KVR13R9D4/16I 16 GB,44.99,"3, 1333","1, 16",2.8120000000000003,Green,13.503,9.0,2023-09-12
Kingston KVR13R9D4/8I 8 GB,44.83,"3, 1333","1, 8",5.604,Green,13.503,9.0,2023-09-12
Kingston KVR13R9D4K3/48 48 GB,179.99,"3, 1333","3, 16",3.75,Green,13.503,9.0,2023-09-12
Kingston KVR13R9D4K3/48I 48 GB,189.99,"3, 1333","3, 16",3.958,Green,13.503,9.0,2023-09-12
Kingston KVR13R9D4K4/64I 64 GB,174.99,"3, 1333","4, 16",2.734,Green,13.503,9.0,2023-09-12
Kingston KVR13R9D8/8 8 GB,59.81,"3, 1333","1, 8",7.476,Green,13.503,9.0,2023-09-12
Kingston KVR16E11/4 4 GB,29.94,"3, 1600","1, 4",7.485,Green,13.75,11.0,2023-09-12
Kingston KVR16E11/8I 8 GB,45.01,"3, 1600","1, 8",5.626,Green,13.75,11.0,2023-09-12
Kingston KVR13LR9S4/8HA 8 GB,28.99,"3, 1333","1, 8",3.624,Green,13.503,9.0,2023-09-12
Mushkin Redline 32 GB,234.29,"4, 2800","2, 16",7.322,Red,12.143,17.0,2023-09-12
Kingston ValueRAM 8 GB,37.0,"4, 2400","1, 8",4.625,Green / Black,14.167,17.0,2023-09-12
Crucial CT16G3ERVLD4160B 16 GB,82.99,"3, 1333","1, 16",5.187,Green / Black,16.504,11.0,2023-09-12
Kingston Server Premier 16 GB,51.12,"4, 3200","1, 16",3.195,,13.75,22.0,2023-09-12
Kingston Server Premier 32 GB,101.78,"4, 2933","1, 32",3.181,,14.32,21.0,2023-09-12
Kingston Server Premier 16 GB,50.18,"4, 2666","1, 16",3.136,,14.254,19.0,2023-09-12
Kingston Server Premier 16 GB,49.1,"4, 2666","1, 16",3.069,,14.254,19.0,2023-09-12
Kingston ValueRAM 16 GB,56.77,"4, 2666","1, 16",3.548,Green / Black,14.254,19.0,2023-09-12
Kingston Server Premier 32 GB,85.37,"4, 2666","1, 32",2.668,,14.254,19.0,2023-09-12
Kingston Server Premier 32 GB,85.4,"4, 2666","1, 32",2.669,,14.254,19.0,2023-09-12
Kingston Server Premier 8 GB,71.45,"4, 2933","1, 8",8.931000000000001,,14.32,21.0,2023-09-12
Kingston FURY Renegade 32 GB,83.46,"4, 2666","1, 32",2.608,Black,11.253,15.0,2023-09-12
Kingston Server Premier 16 GB,48.0,"4, 3200","1, 16",3.0,,13.75,22.0,2023-09-12
G.Skill Trident Z Royal 64 GB,640.61,"4, 3600","4, 16",10.01,Gold,7.778,14.0,2023-09-12
PNY Performance 16 GB,64.66,"4, 2666","1, 16",4.041,Black,14.254,19.0,2023-09-12
Crucial CT32G4SFD8266 32 GB,81.84,"4, 2666","1, 32",2.558,Green / Black,14.254,19.0,2023-09-12
Mushkin Redline 16 GB,134.0,"4, 3466","2, 8",8.375,Red / Silver,10.387,18.0,2023-09-12
G.Skill Trident Z Royal 64 GB,603.17,"4, 3200","8, 8",9.425,Silver,8.75,14.0,2023-09-12
Kingston KVR26S19D8/16 16 GB,37.94,"4, 2666","1, 16",2.371,Green / Black,14.254,19.0,2023-09-12
Kingston KSM24RS8/8MEI 8 GB,48.23,"4, 2400","1, 8",6.029,Green / Black,14.167,17.0,2023-09-12
Mushkin Essentials 32 GB,49.26,"4, 2666","1, 32",1.539,Green / Black,14.254,19.0,2023-09-12
Crucial CT32G4LFD4266 32 GB,129.97,"4, 2666","1, 32",4.062,Green / Black,14.254,19.0,2023-09-12
Crucial CT2K4G4SFS624A 8 GB,39.95,"4, 2400","2, 4",4.994,Green / Black,14.167,17.0,2023-09-12
Kingston Server Premier 32 GB,79.98,"4, 2666","1, 32",2.499,Green / Black,14.254,19.0,2023-09-12
Kingston KVR1333D3E9S/8G 8 GB,39.07,"3, 1333","1, 8",4.884,Green,13.503,9.0,2023-09-12
Kingston Server Premier 16 GB,113.77,"4, 3200","1, 16",7.111,,13.75,22.0,2023-09-12
Mushkin Redline 16 GB,86.52,"4, 3600","2, 8",5.407,Black,8.889,16.0,2023-09-12
Crucial CT25664BD160BJ 2 GB,19.98,"3, 1600","1, 2",9.99,Green / Black,13.75,11.0,2023-09-12
Crucial CT102472BF160B 8 GB,44.99,"3, 1600","1, 8",5.624,Green / Black,13.75,11.0,2023-09-12
Mushkin Proline 16 GB,40.94,"4, 2133","1, 16",2.559,Green / Black,14.065,15.0,2023-09-12
Kingston KTH-PL426/16G 16 GB,47.42,"4, 2666","1, 16",2.964,Green / Black,14.254,19.0,2023-09-12
Kingston KCS-UC426/16G 16 GB,55.99,"4, 2666","1, 16",3.499,Green / Black,14.254,19.0,2023-09-12
Kingston KTD-PE426S8/8G 8 GB,30.05,"4, 2666","1, 8",3.756,Green / Black,14.254,19.0,2023-09-12
Crucial CT8G4RFS824A 8 GB,38.99,"4, 2400","1, 8",4.874,Green / Black,14.167,17.0,2023-09-12
Kingston ValueRAM 8 GB,95.35,"4, 2400","1, 8",11.919,Green / Black,14.167,17.0,2023-09-12
Kingston KCP424SS8/8 8 GB,33.97,"4, 2400","1, 8",4.246,Green / Black,14.167,17.0,2023-09-12
Kingston Server Premier 32 GB,85.4,"4, 3200","1, 32",2.669,,13.75,22.0,2023-09-12
Crucial CT16G4VFS4266 16 GB,89.99,"4, 2666","1, 16",5.624,Green / Black,14.254,19.0,2023-09-12
Kingston ValueRAM 16 GB,74.98,"4, 2133","1, 16",4.686,,14.065,15.0,2023-09-12
G.Skill F4-3200C16Q2-128GTZKW 128 GB,859.0,"4, 3200","8, 16",6.711,Black / White,10.0,16.0,2023-09-12
Mushkin Silverline 16 GB,114.0,"4, 2666","1, 16",7.125,Silver,14.254,19.0,2023-09-12
Mushkin Silverline 8 GB,39.07,"4, 2400","1, 8",4.884,Silver,14.167,17.0,2023-09-12
Mushkin Silverline 8 GB,86.9,"4, 2133","1, 8",10.863,Silver,14.065,15.0,2023-09-12
Mushkin Silverline 8 GB,102.53,"4, 2133","1, 8",12.816,Silver,14.065,15.0,2023-09-12
Mushkin Redline 32 GB,225.59,"4, 2800","2, 16",7.05,Red,12.143,17.0,2023-09-12
Mushkin Redline 64 GB,442.49,"4, 2800","2, 32",6.914,Red,12.143,17.0,2023-09-12
Mushkin Redline 32 GB,234.29,"4, 2666","2, 16",7.322,Red,12.003,16.0,2023-09-12
Silicon Power SP004GBSFU213N02 4 GB,34.71,"4, 2133","1, 4",8.678,,14.065,15.0,2023-09-12
IBM 00D4968 16 GB,35.36,"3, 1600","1, 16",2.21,Black / Green,13.75,11.0,2023-09-12
Kingston KVR1333D3D4R9S/8G 8 GB,40.0,"3, 1333","1, 8",5.0,Green,13.503,9.0,2023-09-12
Kingston KVR1066D3S8E7S/2G 2 GB,19.98,"3, 1066","1, 2",9.99,Green,13.133,7.0,2023-09-12
Kingston KTH-X3CL/4G 4 GB,39.99,"3, 1600","1, 4",9.998,,13.75,11.0,2023-09-12
Kingston KTL-TP3CL/8G 8 GB,34.96,"3, 1600","1, 8",4.37,,13.75,11.0,2023-09-12
AMD AE34G1609U1 4 GB,40.13,"3, 1600","1, 4",10.033,,11.25,9.0,2023-09-12
Kingston KTD-L3CL/4G 4 GB,33.74,"3, 1600","1, 4",8.435,Green,13.75,11.0,2023-09-12
Crucial Ballistix Sport 4 GB,31.5,"3, 1600","1, 4",7.875,Black / Silver,11.25,9.0,2023-09-12
G.Skill F3-1600C9S-4GSL 4 GB,20.0,"3, 1600","1, 4",5.0,,11.25,9.0,2023-09-12
Kingston KVR13S9S8K2/8 8 GB,42.0,"3, 1333","1, 8",5.25,Green,13.503,9.0,2023-09-12
Corsair CMSO8GX3M1C1600C11 8 GB,38.69,"3, 1600","1, 8",4.836,Green,11.25,9.0,2023-09-12
Corsair CMSO4GX3M1C1333C9 4 GB,24.99,"3, 1333","1, 4",6.247,,13.503,9.0,2023-09-12
Corsair CMSO8GX3M2C1600C11 8 GB,50.89,"3, 1600","2, 4",6.361,Green,11.25,9.0,2023-09-12
Patriot Viper SODIMM 4 GB,36.72,"3, 1600","1, 4",9.18,Black / Silver,11.25,9.0,2023-09-12
Patriot Viper SODIMM 8 GB,49.21,"3, 1600","1, 8",6.151,Black / Silver,11.25,9.0,2023-09-12
G.Skill Aegis 8 GB,69.0,"3, 1333","2, 4",8.625,,13.503,9.0,2023-09-12
Corsair Mac Memory 4 GB,24.64,"3, 1066","1, 4",6.16,Black / Green,13.133,7.0,2023-09-12
Corsair Mac Memory 8 GB,39.99,"3, 1333","1, 8",4.999,Black / Green,13.503,9.0,2023-09-12
Corsair Mac Memory 8 GB,41.82,"3, 1066","2, 4",5.228,Black / Green,13.133,7.0,2023-09-12
Corsair Mac Memory 8 GB,44.99,"3, 1333","2, 4",5.624,Black / Green,13.503,9.0,2023-09-12
Crucial CT16G3R186DM 16 GB,54.99,"3, 1866","1, 16",3.437,Black / Green,13.934,13.0,2023-09-12
Crucial CT2G3S1067M 2 GB,19.98,"3, 1066","1, 2",9.99,Black / Green,13.133,7.0,2023-09-12
Kingston XMP 10th Anniversary 8 GB,99.98,"3, 1600","2, 4",12.498,Gray / Silver,11.25,9.0,2023-09-12
Kingston KVR16N11H/4 4 GB,28.12,"3, 1600","1, 4",7.03,Green,13.75,11.0,2023-09-12
Patriot Signature 8 GB,38.33,"3, 1333","1, 8",4.791,Black,13.503,9.0,2023-09-12
Corsair ValueSelect 8 GB,34.85,"3, 1600","1, 8",4.356,Green,11.25,9.0,2023-09-12
Samsung MV-2S1G4 1 GB,16.98,"2, 800","1, 1",16.98,Black,15.0,6.0,2023-09-12
Mushkin Essentials 4 GB,17.34,"3, 1333","2, 2",4.335,Green,13.503,9.0,2023-09-12
G.Skill F3-12800CL9S-4GBSQ 4 GB,12.53,"3, 1600","1, 4",3.132,Green,11.25,9.0,2023-09-12
Mushkin 991647 4 GB,13.38,"3, 1333","1, 4",3.345,Green,13.503,9.0,2023-09-12
Mushkin 991741 4 GB,69.52,"2, 800","1, 4",17.38,Green,15.0,6.0,2023-09-12
Crucial CT2KIT102464BF1339 16 GB,69.98,"3, 1333","2, 8",4.374,Green,13.503,9.0,2023-09-12
Crucial CT2KIT25664BF1339 4 GB,34.99,"3, 1333","2, 2",8.748,Green,13.503,9.0,2023-09-12
Crucial CT51264BF1339 4 GB,19.0,"3, 1333","1, 4",4.75,Green,13.503,9.0,2023-09-12
Crucial CT25664BF1339 2 GB,14.99,"3, 1333","1, 2",7.495,Green,13.503,9.0,2023-09-12
Crucial CT2K2G3S1067M 4 GB,35.99,"3, 1066","2, 2",8.998,Black / Green,13.133,7.0,2023-09-12
Corsair Vengeance 4 GB,24.99,"3, 1600","1, 4",6.247,Black / Gold,11.25,9.0,2023-09-12
G.Skill Sniper Gaming 16 GB,87.89,"3, 2133","4, 4",5.493,Black / Red,8.439,9.0,2023-09-12
Mushkin Essentials 4 GB,17.34,"3, 1600","2, 2",4.335,Green,13.75,11.0,2023-09-12
Mushkin Essentials 8 GB,15.72,"3, 1333","1, 8",1.965,Green,13.503,9.0,2023-09-12
Kingston KVR16S11/8 8 GB,36.9,"3, 1600","1, 8",4.612,Green,13.75,11.0,2023-09-12
Kingston KVR16S11S8/4 4 GB,18.97,"3, 1600","1, 4",4.742,,13.75,11.0,2023-09-12
Kingston KVR13S9S8/4 4 GB,19.66,"3, 1333","1, 4",4.915,Green,13.503,9.0,2023-09-12
Crucial CT2K4G3S1339M 8 GB,45.99,"3, 1333","2, 4",5.749,Green,13.503,9.0,2023-09-12
Crucial CT2K4G3S160BM 8 GB,59.99,"3, 1600","2, 4",7.499,Green,13.75,11.0,2023-09-12
Kingston KVR16S11K2/16 16 GB,87.92,"3, 1600","2, 8",5.495,Green,13.75,11.0,2023-09-12
G.Skill F3-10666CL9S-8GBSQ 8 GB,17.95,"3, 1333","1, 8",2.244,Green,13.503,9.0,2023-09-12
Crucial CT4G3S1339M 4 GB,19.5,"3, 1333","1, 4",4.875,Black / Green,13.503,9.0,2023-09-12
Crucial CT8G3S1339M 8 GB,31.34,"3, 1333","1, 8",3.917,Black / Green,13.503,9.0,2023-09-12
G.Skill FA-1600C11S-8GSQ 8 GB,98.0,"3, 1600","1, 8",12.25,Black / Green,13.75,11.0,2023-09-12
Kingston KVR16R11S8/4EF 4 GB,49.89,"3, 1600","1, 4",12.473,Green,13.75,11.0,2023-09-12
Kingston KVR16R11S8/4I 4 GB,28.99,"3, 1600","1, 4",7.247,Green,13.75,11.0,2023-09-12
Kingston KVR16R11S8/4KF 4 GB,39.68,"3, 1600","1, 4",9.92,Green,13.75,11.0,2023-09-12
Kingston KVR18R13D4/16 16 GB,91.93,"3, 1866","1, 16",5.746,Blue,13.934,13.0,2023-09-12
Kingston KVR16LR11S8K4/16 16 GB,463.0,"3, 1600","4, 4",28.938,Green,13.75,11.0,2023-09-12
Kingston KVR16R11D4/16HA 16 GB,48.99,"3, 1600","1, 16",3.062,Green,13.75,11.0,2023-09-12
Kingston KVR16R11D4K4/32 32 GB,199.98,"3, 1600","4, 8",6.249,Green,13.75,11.0,2023-09-12
Kingston KVR16R11D8/4HC 4 GB,59.0,"3, 1600","1, 4",14.75,Green,13.75,11.0,2023-09-12
Kingston KVR16R11D8/8I 8 GB,76.95,"3, 1600","1, 8",9.619,Green,13.75,11.0,2023-09-12
Kingston KTH-PL316S8/4G 4 GB,24.99,"3, 1600","1, 4",6.247,Green,13.75,11.0,2023-09-12
Kingston KVR16R11D8L/8 8 GB,59.99,"3, 1600","1, 8",7.499,Green,13.75,11.0,2023-09-12
Kingston KVR16R11D8/8KF 8 GB,57.98,"3, 1600","1, 8",7.247,Green,13.75,11.0,2023-09-12
Kingston KVR16R11S4/8I 8 GB,49.76,"3, 1600","1, 8",6.22,Green,13.75,11.0,2023-09-12
Kingston KVR16R11D4/8HC 8 GB,30.0,"3, 1600","1, 8",3.75,Green,13.75,11.0,2023-09-12
Kingston KVR16LR11S8/4 4 GB,46.7,"3, 1600","1, 4",11.675,Green,13.75,11.0,2023-09-12
Kingston KVR16LR11D8K4/32I 32 GB,199.99,"3, 1600","4, 8",6.25,Green,13.75,11.0,2023-09-12
Kingston KVR16LR11D4/16HA 16 GB,42.99,"3, 1600","1, 16",2.6870000000000003,Green,13.75,11.0,2023-09-12
Kingston KVR16LR11D4/16 16 GB,49.87,"3, 1600","1, 16",3.117,Green,13.75,11.0,2023-09-12
Kingston KVR16LE11S8/4 4 GB,45.87,"3, 1600","1, 4",11.467,Green,13.75,11.0,2023-09-12
Kingston KTM-SX316S/8G 8 GB,54.66,"3, 1600","1, 8",6.832,Green,13.75,11.0,2023-09-12
Kingston KVR16R11S8/4 4 GB,19.96,"3, 1600","1, 4",4.99,Green,13.75,11.0,2023-09-12
Kingston KVR1333D3D4R9S/4GED 4 GB,29.41,"3, 1333","1, 4",7.353,Green,13.503,9.0,2023-09-12
Crucial CT8G3ERSLS4160B 8 GB,24.99,"3, 1600","1, 8",3.124,Green,13.75,11.0,2023-09-12
Crucial CT8G3ERSLD41339 8 GB,26.99,"3, 1333","1, 8",3.374,Green,13.503,9.0,2023-09-12
Mushkin 971699A 2 GB,20.62,"3, 1066","1, 2",10.31,Black / Green,13.133,7.0,2023-09-12
Mushkin 976643A 4 GB,31.59,"3, 1066","2, 2",7.897,Black / Blue,13.133,7.0,2023-09-12
VisionTek 900667 8 GB,55.93,"3, 1600","1, 8",6.991,Black / Silver,13.75,11.0,2023-09-12
Patriot Mac 8 GB,74.95,"3, 1333","2, 4",9.369,Black / Blue,13.503,9.0,2023-09-12
